gvkey,fyear,tic,conm,oiadp,at,ind
18850,2015,ESBA,EMPIRE STATE REALTY OP LP,151.369,3300.65,60
18854,2015,IOFB,IOWA FIRST BANCSHARES CORP,9.434,456.784,40
18866,2015,ARCX,ARC LOGISTICS PARTNERS LP,12.741,648.522,10
18868,2015,OCIP,OCI PARTNERS LP,77.932,733.61,15
18869,2015,WIX,WIX.COM LTD,-48.635,149.433,45
18871,2015,QUNR,QUNAR CAYMAN ISLANDS  -ADR,-1037.886,1621.777,25
18872,2015,TWTR,TWITTER INC,-437.134,6442.439,50
18878,2015,GLYC,GLYCOMIMETICS INC,-12.784,48.462,35
18892,2015,TKAT,TAKUNG ART CO LTD,6.867,29.749,50
18894,2015,BCRH,BLUE CAP REINSURANCE,20.8,217.6,40
18899,2015,TNDM,TANDEM DIABETES CARE INC,-69.004,125.119,35
18925,2015,TRVN,TREVENA INC,-50.621,175.354,35
18926,2015,DLNG,DYNAGAS LNG PARTNERS LP,88.092,1108.103,10
18929,2015,CLDN,CELLADON CORP,-34.394,33.886,35
18930,2015,KPTI,KARYOPHARM THERAPEUTICS INC,-119.076,215.443,35
18936,2015,VTL,VITAL THERAPIES INC,-52.12,89.081,35
18938,2015,XNCR,XENCOR INC,-18.338,206.91,35
18946,2015,MFBP,M&F BANCORP INC,4.217,298.25,40
18947,2015,VCYT,VERACYTE INC,-33.466,75.285,35
18948,2015,MCHB,MECHANICS BANK/CA,56.703,3577.152,40
18952,2015,DTLA.P,BROOKFLD DTLA OFFICE TR INV,55.061,2798.01,60
18965,2015,D3,DOMINION GAS HOLDINGS LLC,667,10331,10
18973,2015,TLOG,TETRALOGIC PHARMACEUTICALS,-38.501,64.021,35
18975,2015,NMBL,NIMBLE STORAGE INC,-118.636,331.749,45
18976,2015,RLYP,RELYPSA INC,-177.886,278.328,35
18978,2015,STKS,THE ONE GROUP HOSPITALITY,-8.702,56.046,25
18982,2015,EGLT,EGALET CORP,-51.116,172.416,35
18983,2015,OXFD,OXFORD IMMUNOTEC GLOBAL PLC,-23.589,109.852,35
19000,2015,MMI,MARCUS & MILLICHAP INC,114.651,321.225,60
19023,2015,NACB,NATIONAL CAPITAL BANK/WA,14.184,411.914,40
19025,2015,REPH,RECRO PHARMA INC,-2.184,138.697,35
19026,2015,WUBA,58.COM INC  -ADR,-216.682,4067.193,50
19033,2015,MOXC,MOXIAN INC,-6.228,13.074,25
19042,2015,WBAI,500.COM LTD  -ADR,-47.442,321.791,25
19044,2015,VRNS,VARONIS SYSTEMS INC,-19.074,165.144,45
19057,2015,MBTF,MBT FINANCIAL CORP,24.853,1342.313,40
19067,2015,NEFB,NEFFS BANCORP INC/PA,7.096,327.482,40
19071,2015,CWH,CAMPING WORLD HOLDINGS INC,245.452,1344.018,25
19084,2015,BHR,BRAEMAR HOTELS & RESORTS INC,43.083,1352.75,60
19092,2015,MYBF,MUNCY BANK FINANCIAL INC,8.624,376.134,40
19094,2015,NBTB,N B T BANCORP INC,175.294,8262.646,40
19104,2015,MEP,MIDCOAST ENERGY PARTNERS LP,-56,5273.9,10
19107,2015,BANX,STONECASTLE FINANCIAL CORP,10.717,192.534,40
19113,2015,NSANY,NISSAN MOTOR CO LTD,7056.378,154542.279,25
19116,2015,RXDX,IGNYTA INC,-78.7,196.148,35
19117,2015,BIOC,BIOCEPT INC,-16.411,10.587,35
19124,2015,NASB,NASB FINANCIAL INC,65.09,1530.637,40
19129,2015,HNRG,HALLADOR ENERGY CO,42.995,545.49,10
19137,2015,OVBC,OHIO VALLEY BANC CORP,20.139,796.285,40
19138,2015,SNYR,SYNERGY CHC CORP,0.486,27.139,30
19143,2015,KIN,KINDRED BIOSCIENCES INC,-27.262,79.619,35
19149,2015,RARE,ULTRAGENYX PHARMACEUTICAL,-137.738,559.569,35
19150,2015,OSBC,OLD SECOND BANCORP INC/IL,45.239,2077.863,40
19151,2015,TI,TELECOM ITALIA SPA,4283.875,77350.829,50
19154,2015,CARA,CARA THERAPEUTICS INC,-25.188,110.897,35
19159,2015,PWOD,PENNS WOODS BANCORP INC,25.8,1320.057,40
19163,2015,STAY,EXTENDED STAY AMERICA INC,378.144,4528.9,25
19168,2015,TACO,DEL TACO RESTAURANTS INC,41.043,703.572,25
19171,2015,RSPP,RSP PERMIAN INC,-7.468,2979.571,10
19172,2015,AMRK,A-MARK PRECIOUS METALS INC,7.367,325.902,40
19175,2015,VNCE,VINCE HOLDING CORP,18.428,363.568,25
19184,2015,CELP,CYPRESS ENERGY PARTNERS LP,9.063,192.687,20
19190,2015,SNOW,INTRAWEST RESORTS HLDGS INC,35.596,1094.995,25
19205,2015,CAPR,CAPRICOR THERAPEUTICS INC,-12.611,16.07,35
19209,2015,NTIC,NORTHERN TECH INTL,-6.633,51.566,15
19259,2015,BYLTF,BAYLIN TECHNOLOGIES INC,-10.33,49.574,45
19262,2015,CTBI,COMMUNITY TRUST BANCORP INC,101.036,3903.934,40
19273,2015,ENBL,ENABLE MIDSTREAM PARTNERS LP,375,11238,10
19274,2015,INGN,INOGEN INC,16.851,161.314,35
19275,2015,BRG,BLUEROCK RESIDENTIAL GROWTH,5.029,702.762,60
19295,2015,ATHM,AUTOHOME INC  -ADR,185.219,1162.443,50
19305,2015,PLPC,PREFORMED LINE PRODUCTS CO,24.602,324.573,20
19309,2015,ALVOF,ALVOPETRO ENERGY LTD,-18.868,84.284,10
19318,2015,PRK,PARK NATIONAL CORP,163.869,7311.354,40
19349,2015,SIEGY,SIEMENS AG,6645.855,134332.438,20
19350,2015,ESES,ECO-STIM ENERGY SOLUTIONS,-12.178,62.9,10
19352,2015,CRCM,CARE.COM INC,-15.366,142.478,50
19355,2015,SFNC,SIMMONS FIRST NATL CP  -CL A,179.017,7559.658,40
19366,2015,SOME,SOMERSET TRUST HOLDING CO,17.877,986.801,40
19377,2015,RICE,RICE ENERGY INC,-136.457,3970.531,10
19391,2015,MBUU,MALIBU BOATS INC,32.826,189.128,25
19398,2015,DENN,DENNYS CORP,64.582,297.037,25
19402,2015,GIII,G-III APPAREL GROUP LTD,184.484,1184.07,25
19412,2015,ITCI,INTRA-CELLULAR THERAPIES INC,-105.814,484.104,35
19416,2015,NRXGQ,NEPHROGENEX INC,-22.322,23.046,35
19417,2015,CXRXF,CONCORDIA INTERNATIONAL CORP,138.219,5276.062,35
19425,2015,GNCA,GENOCEA BIOSCIENCES INC,-41.366,112.142,35
19428,2015,GSBC,GREAT SOUTHERN BANCORP,77.854,4104.189,40
19431,2015,PPIH,PERMA-PIPE INTERNATIONAL HOL,2.878,138.123,20
19433,2015,PHX,PANHANDLE OIL & GAS INC,14.793,238.825,10
19440,2015,LADR,LADDER CAPITAL CORP,315.689,5895.212,40
19442,2015,CBPX,CONTINENTAL BUILDING PRODS,44.005,643.041,20
19458,2015,SESN,SESEN BIO INC,-35.196,36.825,35
19467,2015,COCP,COCRYSTAL PHARMA INC,-15.283,224.23,35
19468,2015,DELAF,FIRM CAPITAL AMER REALTY PRT,-0.72,87.35,60
19470,2015,DRNA,DICERNA PHARMACEUTICALS INC,-63.027,100.023,35
19471,2015,RVNC,REVANCE THERAPEUTICS INC,-72.317,275.822,35
19484,2015,FTAI,FORTRESS TRANS INFRASTR INVS,-0.119,1649.641,20
19507,2015,OUT,OUTFRONT MEDIA INC,193.3,3845.2,60
19511,2015,FLXN,FLEXION THERAPEUTICS INC,-46.063,127.139,35
19516,2015,IBP,INSTALLED BLDG PRODUCTS INC,46.101,374.082,25
19517,2015,OGS,ONE GAS INC,239.129,4644.41,55
19518,2015,KN,KNOWLES CORP,-8.9,1697.7,45
19525,2015,AGFS,AGROFRESH SOLUTIONS INC,47.603,1082.674,15
19526,2015,FPI,FARMLAND PARTNERS INC,6.315,344.954,60
19528,2015,PIH,1347 PROPERTY INS HLDGS INC,3.618,82.083,40
19529,2015,CWAY,COASTWAY BANCORP INC,7.698,565.137,40
19534,2015,CNCE,CONCERT PHARMACEUTICLS INC,-25.367,146.932,35
19545,2015,ACSF,AMERICAN CAPITAL SR FLTG LTD,15.671,235.805,40
19565,2015,RIO,RIO TINTO GROUP (GBR),2902,91564,15
19570,2015,STBA,S & T BANCORP INC,142.843,6318.354,40
19574,2015,NEWM,NEW MEDIA INVESTMENT GROUP,67.998,1200.263,50
19578,2015,TPCO,TRIBUNE PUBLISHING CO,51.725,832.966,50
19580,2015,TIME,TIME INC,289,4884,25
19581,2015,LE,LANDS' END INC,89.889,1288.526,25
19582,2015,CTRE,CARETRUST REIT INC,35.29,673.166,60
19600,2015,CBAY,CYMABAY THERAPEUTICS INC,-25.897,43.079,35
19602,2015,HEAR,TURTLE BEACH CORP,-24.178,173.851,25
19605,2015,RAND,RAND CAPITAL CORP,1.314,44.762,40
19635,2015,EGDW,EDGEWATER BANCORP INC,1.167,135.375,40
19647,2015,LC,LENDINGCLUB CORP,549.931,5793.634,40
19649,2015,SABR,SABRE CORP,483.462,5393.627,45
19659,2015,TWCF,TOWN & COUNTRY FINANCIAL CP,9.56,520.344,40
19661,2015,TM,TOYOTA MOTOR CORP,25388,421879,25
19712,2015,OXBR,OXBRIDGE RE HOLDINGS LTD,4.601,52.687,40
19713,2015,UBSH,UNION BANKSHARES CORP,145.632,7693.291,40
19717,2015,AQXP,AQUINOX PHARMACEUTICALS INC,-21.34,113.343,35
19718,2015,AKAO,ACHAOGEN INC,-33.695,66.863,35
19730,2015,PCTY,PAYLOCITY HOLDING CORP,-15.822,720.548,45
19744,2015,JD,JD.COM INC  -ADR,-572.621,13147.391,25
19747,2015,QUOT,QUOTIENT TECHNOLOGY INC,-30.215,321.071,25
19752,2015,CMFN,CM FINANCE INC,24.939,362.79,40
19753,2015,RUBI,RUBICON PROJECT INC,-3.992,536.736,45
19757,2015,DPRX,DIPEXIUM PHARMACEUTICALS INC,-18.765,32.408,35
19770,2015,AM,ANTERO MIDSTREAM PARTNERS LP,170.596,1980.032,10
19771,2015,GLMD,GALMED PHARMACEUTICALS LTD,-10.875,24.263,35
19772,2015,ORPN,BIOBLAST PHARMA LTD,-15.476,20.516,35
19773,2015,CSLT,CASTLIGHT HEALTH INC,-80.218,173.274,35
19784,2015,EGRX,EAGLE PHARMACEUTICALS INC,2.56,124.605,35
19800,2015,CPLG,COREPOINT LODGING INC,195.125,2985.844,60
19815,2015,FCBP,FIRST CHOICE BANCORP,13.342,811.942,40
19817,2015,UVSP,UNIVEST CORP OF PENNSYLVANIA,65.067,2879.451,40
19824,2015,AU,ANGLOGOLD ASHANTI LTD,405,7284,15
19832,2015,VSAR,VERSARTIS INC,-80.108,185.327,35
19843,2015,SFS,SMART & FINAL STORES INC,94.865,1821.289,30
19849,2015,ATEN,A10 NETWORKS INC,-38.446,192.551,45
19851,2015,CIO,CITY OFFICE REIT INC,4.178,443.6,60
19855,2015,IARE,INVENTRUST PROPERTIES CORP,18.813,4213.419,60
19858,2015,VRTV,VERITIV CORP,126.7,2476.9,20
19859,2015,AKBA,AKEBIA THERAPEUTICS INC,-61.513,142.94,35
19860,2015,WTBFA,W T B FINANCIAL CORP,105.676,5305.272,40
19873,2015,WASH,WASHINGTON TR BANCORP INC,81.43,3771.604,40
19876,2015,KING,KING DIGITAL ENTERTAINMENT,655.797,1534.147,45
19877,2015,QTWO,Q2 HOLDINGS INC,-22.347,204.468,45
19881,2015,TWOU,2U INC,-26.098,231.041,45
19898,2015,HIVE,AEROHIVE NETWORKS INC,-44.243,140.914,45
19906,2015,GRUB,GRUBHUB INC,64.873,1060.248,25
19908,2015,FIVN,FIVE9 INC,-20.385,99.233,45
19909,2015,KANG,IKANG HEALTHCARE GROUP -ADR,26.002,803.641,35
19910,2015,OPWR,OPOWER INC,-43.395,173.761,45
19912,2015,CORI,CORIUM INTERNATIONAL INC,-21.012,100.744,35
19925,2015,TPVG,TRIPLEPOINT VENTURE GWTH BDC,28.244,382.323,40
19927,2015,MC,MOELIS & CO,142.798,539.461,40
19931,2015,KBSR,KBS REAL ESTATE INVESTMENT,-63.026,1054.865,60
19935,2015,ENLC,ENLINK MIDSTREAM LLC,265.4,9565.1,10
19965,2015,POPE,POPE RESOURCES/DE  -LP,11.78,370.056,15
19966,2015,CMCT,CIM COMMERICAL TRUST,23.817,2098.173,60
19967,2015,AGTC,APPLIED GENETIC TECHNOLOGIES,-24.532,90.174,35
19970,2015,ONRGF,ONEROOF ENERGY GROUP INC,-30.814,59.254,20
19974,2015,TSLX,TPG SPECIALTY LENDING INC,118.808,1516.933,40
19977,2015,WATT,ENERGOUS CORP,-27.578,32.676,20
19985,2015,PTHN,PATHEON NV,239.2,2615,35
19988,2015,MDWD,MEDIWOUND LTD,-21.227,52.523,35
19989,2015,AMBR,AMBER ROAD INC,-28.071,114.742,45
19998,2015,MEDP,MEDPACE HOLDINGS INC,36.548,984.041,35
20003,2015,KTWO,K2M GROUP HOLDINGS INC,-36.27,374.512,35
20004,2015,WB,WEIBO CORP,37.503,839.189,50
20009,2015,LEJU,LEJU HOLDINGS LTD  -ADR,40.044,626.838,25
20010,2015,AGRX,AGILE THERAPEUTICS INC,-33.089,50.712,35
20011,2015,TMST,TIMKENSTEEL CORP,-102.2,1141.8,15
20018,2015,ALDX,ALDEYRA THERAPEUTICS INC,-11.989,28.205,35
20019,2015,CVBF,CVB FINANCIAL CORP,198.255,7671.2,40
20020,2015,CVEO,CIVEO CORP,-23.055,1071.212,20
20029,2015,CSWC,CAPITAL SOUTHWEST CORP,-2.022,284.493,40
20033,2015,ALDR,ALDER BIOPHARMACEUTICALS INC,-86.329,400.027,35
20036,2015,AERT,ADVANCED ENVIR RECYCL  -CL A,4.064,56.049,20
20037,2015,SGNL,SIGNAL GENETICS INC,-11.187,12.902,35
20040,2015,SCYX,SCYNEXIS INC,-28.349,49.273,35
20041,2015,TEDU,TARENA INTL INC  -ADR,25.324,254.696,25
20042,2015,ADMS,ADAMAS PHARMACEUTICALS INC,-57.437,128.743,35
20043,2015,LENS,PRESBIA PLC,-18.13,23.407,35
20044,2015,BGSF,BG STAFFING INC,12.265,84.4,20
20059,2015,FREVS,FIRST REAL ESTATE INV TR NJ,14.959,352.115,60
20067,2015,IHG,INTERCONTINENTAL HOTELS GRP,672,3769,25
20074,2015,PETV,PETVIVO HOLDINGS INC,-2.763,16.689,35
20088,2015,BOX,BOX INC,-199.417,497.488,45
20089,2015,SERV,SERVICEMASTER GLOBAL HLDGS,493,5098,25
20090,2015,TUBE,TUBEMOGUL INC,-10.835,258.733,45
20105,2015,FSIC,FS INVESTMENT CORP,340.217,4149.663,40
20109,2015,CCBG,CAPITAL CITY BK GROUP INC,39.11,2797.86,40
20113,2015,ZOES,ZOE'S KITCHEN INC,6.708,197.994,25
20115,2015,PAHC,PHIBRO ANIMAL HEALTH CORP,88.415,493.318,35
20116,2015,PAYC,PAYCOM SOFTWARE INC,34.435,876.773,45
20126,2015,WMS,ADVANCED DRAINAGE SYSTEMS,123.116,1040.447,20
20128,2015,CMCM,CHEETAH MOBILE INC  -ADR,24.6,763.012,45
20129,2015,MTLS,MATERIALISE NV  -ADR,-11.935,156.517,45
20130,2015,AY,ATLANTICA YIELD PLC,344.518,10590.474,55
20133,2015,MDIT,MEDITE CANCER DIAGNOSTICS,-0.439,18.378,35
20135,2015,QTNT,QUOTIENT LTD,-49.088,119.75,35
20143,2015,MTBC,MEDICAL TRANSCRIPTION BILLNG,-5.904,26.677,35
20147,2015,SDPI,SUPERIOR DRILLING PRODUCTS,-5.744,38.755,10
20149,2015,CNGO,CENGAGE LEARNING HLDGS II,61.7,3949.6,25
20168,2015,MRD,MEMORIAL RESOURCE DEV CORP,-792.802,5082.849,10
20170,2015,TOUR,TUNIU CORP  -ADR,-226.499,1109.349,25
20179,2015,GLOP,GASLOG PARTNERS LP,99.22,1347.17,10
20183,2015,CERU,CERULEAN PHARMA INC,-37.172,78.225,35
20185,2015,SMG,SCOTTS MIRACLE-GRO CO,380,2527.2,15
20196,2015,LUXTY,LUXOTTICA GROUP SPA,1566.786,10478.01,25
20204,2015,ICON,ICONIX BRAND GROUP INC,180.667,2521.998,25
20225,2015,NERV,MINERVA NEUROSCIENCES INC,-26.11,82.576,35
20228,2015,CTLT,CATALENT INC,291.8,3145.4,35
20229,2015,ZEN,ZENDESK INC,-81.987,422.686,45
20232,2015,KEYS,KEYSIGHT TECHNOLOGIES INC,468,3508,45
20233,2015,TBPH,THERAVANCE BIOPHARMA INC,-181.899,300.116,35
20235,2015,DNOW,NOW INC,-101,1832,20
20245,2015,CASC,CASCADIAN THERAPEUTICS INC,-32.789,96.574,35
20259,2015,HELIQ,CHC GROUP LTD,24.783,2140.425,10
20277,2015,OPB,OPUS BANK,128.194,6649.833,40
20280,2015,NYRT,NEW YORK REIT INC,-18.955,2071.755,60
20288,2015,HLBYL,HERON LAKE BIOENERGY LLC,7.411,66.696,10
20298,2015,PE,PARSLEY ENERGY INC,-69.715,2514.192,10
20299,2015,LOB,LIVE OAK BANCSHARES INC,52.977,1052.622,40
20330,2015,MOBL,MOBILEIRON INC,-82.307,161.114,45
20331,2015,JMEI,JUMEI INTL HOLDING LTD  -ADR,23.374,770.582,25
20337,2015,SRRTF,SLATE RETAIL REIT,54.423,1013.481,60
20338,2015,COT,COTT CORP QUE,126.9,2887.3,30
20344,2015,WPG,WASHINGTON PRIME GROUP INC,64.147,5479.484,60
20399,2015,GLRI,GLORI ENERGY INC,-38.674,22.264,10
20407,2015,FRSH,PAPA MURPHY'S HOLDINGS INC,15.449,275.471,25
20412,2015,ARES,ARES MANAGEMENT LP,80.264,4321.408,40
20420,2015,OEC,ORION ENGINEERED CARBONS SA,145.197,1053.889,15
20422,2015,HRTG,HERITAGE INSURANCE HOLDINGS,150.29,837.398,40
20423,2015,CZR,CAESARS ENTERTAINMENT CORP,726,12195,25
20430,2015,SLM,SLM CORP,451.395,15214.098,40
20441,2015,GWGH,GWG HOLDINGS INC,20.685,398.166,40
20473,2015,WLKP,WESTLAKE CHEMICAL PRTNRS LP,359.332,1290.349,15
20477,2015,MET1,METROPOLITAN LIFE INSURANCE,4602,449520,40
20481,2015,IGAMF,INTEGRITY GAMING CORP,-2.02,41.837,25
20488,2015,GSS,GOLDEN STAR RESOURCES LTD,-74.857,238.982,15
20496,2015,ATTO,ATENTO SA,137.789,1378.416,20
20502,2015,RYAM,RAYONIER ADVANCED MATERIALS,154.792,1288.477,15
20513,2015,ECR,ECLIPSE RESOURCES CORP,-992.222,1266.412,10
20515,2015,MRKT,MARKIT LTD,291.5,3568.3,40
20517,2015,LMB,LIMBACH HOLDINGS INC,-0.392,46.199,20
20521,2015,MET2,BRIGHTHOUSE LIFE INSURNCE CO,1141,202362,40
20526,2015,ZPIN,ZHAOPIN LTD  -ADR,46.149,362.588,20
20530,2015,BABA,ALIBABA GROUP HLDG,4583.903,56521.402,25
20534,2015,VNOM,VIPER ENERGY PARTNERS LP,24.375,529.731,10
20537,2015,JPEP,JP ENERGY PARTNERS LP,-8.503,735.259,10
20539,2015,PBFX,PBF LOGISTICS LP,97.206,422.902,10
20540,2015,TRUE,TRUECAR INC,-58.018,302.374,50
20548,2015,COG,CABOT OIL & GAS CORP,-95.548,5261.899,10
20550,2015,ABDC,ALCENTRA CAPITAL CORP,24.308,308.652,40
20567,2015,MRNS,MARINUS PHARMACEUTICALS INC,-24.432,59.662,35
20570,2015,MDCA,MDC PARTNERS INC,113.886,1590.25,50
20600,2015,NG,NOVAGOLD RESOURCES LTD,-20.288,433.584,15
20619,2015,NXEO,NEXEO SOLUTIONS INC,-0.766,500.706,20
20628,2015,ISTR,INVESTAR HOLDING CORP,19.142,1031.555,40
20643,2015,KITE,KITE PHARMA INC,-103.318,707.963,35
20644,2015,GPRO,GOPRO INC,111.748,1102.976,25
20645,2015,ARDX,ARDELYX INC,-29.389,116.946,35
20649,2015,SNDX,SYNDAX PHARMACEUTICALS INC,-20.513,89.903,35
20653,2015,DNR,DENBURY RESOURCES INC,-5043.795,5919.824,10
20654,2015,PARNF,PARNELL PHARMACEUTICAL HLDGS,-13.972,33.668,35
20655,2015,NEP,NEXTERA ENERGY PARTNERS LP,215,6092,55
20658,2015,GGROU,GOLDEN GROWERS COOPERATIVE,-0.725,28.613,30
20659,2015,AMPH,AMPHASTAR PHARMACEUTICLS INC,-3.392,390.136,35
20661,2015,VEC,VECTRUS INC,43.439,484.396,20
20670,2015,PAAS,PAN AMERICAN SILVER CORP,-215.402,1715.037,15
20672,2015,ADPTQ,ADEPTUS HEALTH INC,27.38,525.281,35
20675,2015,ROKA,SORRENTO TECH INC,-34.934,74.603,35
20677,2015,FFWM,FIRST FOUNDATION INC,33.224,2592.579,40
20686,2015,SYF,SYNCHRONY FINANCIAL,4059,84135,40
20692,2015,KE,KIMBALL ELECTRONICS INC,38.949,483.257,45
20693,2015,NSAM,NORTHSTAR ASSET MGMT GRP INC,155.843,374.821,40
20694,2015,GGAC,GARNERO GROUP ACQUISITION CO,-1.205,144.601,NA
20696,2015,DOOR,MASONITE INTERNATIONAL CORP,104.305,1499.149,20
20699,2015,LTRPA,LIBERTY TRIPADVISOR HOLDINGS,18,7285,50
20720,2015,RLMD,RELMADA THERAPEUTICS INC,-17.1,24.393,35
20739,2015,TERP,TERRAFORM POWER INC,106.672,8228.223,55
20740,2015,SPKE,SPARK ENERGY INC,29.905,162.234,55
20742,2015,ZFGN,ZAFGEN INC,-73.813,189.106,35
20747,2015,TESO,TESCO CORP,-55.63,421.694,10
20748,2015,ANET,ARISTA NETWORKS INC,149.308,1159.89,45
20779,2015,CSCO,CISCO SYSTEMS INC,11457,113481,45
20791,2015,BXMT,BLACKSTONE MORTGAGE TR INC,342.838,9376.573,40
20798,2015,PFNX,PFENEX INC,-27.838,131.694,35
20801,2015,KXSCF,KINAXIS INC,23.807,128.096,45
20810,2015,INVT,INVENTERGY GLOBAL INC,-5.319,19.351,45
20823,2015,HQY,HEALTHEQUITY INC,26.143,219.795,35
20884,2015,IMPR,IMPRIVATA INC,-20.266,120.757,35
20904,2015,HOLX,HOLOGIC INC,483.6,7670.1,35
20913,2015,BHBK,BLUE HILLS BANCORP INC,21.878,2114.343,40
20935,2015,TRUP,TRUPANION INC,-16.775,70.917,40
20942,2015,CMCSA2,NBCUNIVERSAL MEDIA LLC,4819,60690,25
20943,2015,SAGE,SAGE THERAPEUTICS INC,-94.65,189.016,35
20944,2015,SHLX,SHELL MIDSTREAM PARTNERS LP,200.1,715.5,10
20945,2015,IRMD,IRADIMED CORP,11.569,35.244,35
20949,2015,MBBYF,MOBILEYE NV,77.739,577.614,45
20950,2015,VTTI,VTTI ENERGY PARTNRS LP,114.2,1551.4,10
20951,2015,INNL,INNOCOLL HOLDINGS PLC,-52.206,56.831,35
20959,2015,PLYM,PLYMOUTH INDL REIT INC,-4.431,150.051,60
20960,2015,CNNE,CANNAE HOLDINGS INC,23,1514,40
20961,2015,PDVW,PDVWIRELESS INC,-21.93,274.049,50
20967,2015,PGNPQ,PARAGON OFFSHORE PLC,231.822,2383.865,10
20968,2015,0175A,BRE SELECT HOTELS CORP,76.599,1167.065,60
21002,2015,CYBR,CYBERARK SOFTWARE LTD,33.899,334.424,45
21003,2015,ZSAN,ZOSANO PHARMA CORP,-26.368,45.337,35
21004,2015,LNTH,LANTHEUS HOLDINGS INC,49.057,242.379,35
21005,2015,MCUR,MACROCURE LTD,-21.089,28.149,35
21006,2015,XENT,INTERSECT ENT INC,-26.94,144.635,35
21007,2015,TBRA,TOBIRA THERAPEUTICS INC,-34.343,65.469,35
21008,2015,IMDZ,IMMUNE DESIGN CORP,-39.485,116.145,35
21010,2015,RIGP,TRANSOCEAN PARTNERS LLC,243,2231,10
21012,2015,ATRA,ATARA BIOTHERAPEUTICS INC,-58.448,324.975,35
21013,2015,TRTL,TERRAPIN 3 ACQUISITION CORP,-0.633,213.299,NA
21015,2015,OCUL,OCULAR THERAPEUTIX INC,-38.197,110.306,35
21016,2015,LOXO,LOXO ONCOLOGY INC,-36.075,157.458,35
21019,2015,BSIG,BRIGHTSPHERE INVEST GRP PLC,191.8,1014.1,40
21020,2015,ADVM,ADVERUM BIOTECHNOLOGIES,-45.25,264.319,35
21032,2015,VKTX,VIKING THERAPEUTICS INC,-11.996,15.439,35
21033,2015,TTOO,T2 BIOSYSTEMS INC,-43.383,86.948,35
21040,2015,SPRS,SURGE COMPONENTS INC,1.097,16.31,45
21047,2015,DPLO,DIPLOMAT PHARMACY INC,55.186,1005.873,35
21048,2015,HMLP,HOEGH LNG PARTNERS LP,36.4,763.743,10
21049,2015,DSKY,IDREAMSKY TECHNOLOGY  -ADR,20.746,316.466,45
21073,2015,MORE,MONOGRAM RESIDENTIAL TRUST,18.212,3283.146,60
21079,2015,SNC,STATE NATIONAL COS INC,71.585,2388.318,40
21082,2015,MBVX,MABVAX THERAPEUTICS HLDGS,-18.125,12.397,35
21103,2015,RWLK,REWALK ROBOTICS LTD,-25.174,25.574,35
21104,2015,BNK,C1 FINANCIAL INC,39.399,1725.52,40
21111,2015,SBCP,SUNSHINE BANCORP INC,1.03,507.265,40
21118,2015,AXDX,ACCELERATE DIAGNOSTICS INC,-45.549,139.324,35
21124,2015,LOCO,EL POLLO LOCO HOLDINGS INC,49.295,461.028,25
21126,2015,EPRSQ,EPIRUS BIOPHARMACEUTICALS,-46.256,72.264,35
21132,2015,FCSC,FIBROCELL SCIENCE INC,-37.407,36.712,35
21138,2015,NAME,RIGHTSIDE GROUP LTD,-18.101,337.304,45
21145,2015,OTIC,OTONOMY INC,-61.976,193.03,35
21146,2015,MOLGY,MOL GLOBAL INC  -ADR,-25.025,111.366,45
21150,2015,AST,ASTERIAS BIOTHERAPEUTICS INC,-21.908,66.978,35
21165,2015,ICD,INDEPENDENCE CONTRACT DRLLNG,0.697,314.789,10
21191,2015,MFGI,MERCHANTS FINANCIAL GROUP,28.939,1589.203,40
21194,2015,MBKL,MBT BANCSHARES INC,6.387,365.684,40
21208,2015,EARS,AURIS MEDICAL HOLDING AG,-30.826,52.722,35
21209,2015,VBLT,VASCULAR BIOGENICS LTD,-14.871,39.238,35
21223,2015,CFRX,CONTRAFECT CORP,-25.066,35.861,35
21227,2015,LBRDK,LIBERTY BROADBAND CORP,19.174,3565.741,50
21232,2015,NTN,NTN BUZZTIME INC,-6.6,16.408,50
21237,2015,TTI,TETRA TECHNOLOGIES INC/DE,29.032,1656.376,10
21238,2015,VICR,VICOR CORP,-0.267,157.545,20
21241,2015,CGA,CHINA GREEN AGRICULTURE INC,41.714,429.583,15
21261,2015,VA,VIRGIN AMERICA INC,213.386,1568.531,20
21326,2015,GNBC,GREEN BANCORP INC,44.028,3786.157,40
21352,2015,AVNS,AVANOS MEDICAL INC,155.2,2000.2,35
21362,2015,TKAI,TOKAI PHARMACEUTICALS INC,-45.261,67.974,35
21378,2015,AXAR,AXAR ACQUISITION CORP,-0.965,240.723,NA
21382,2015,STD1,SANTANDER UK PLC,5087.37,414961.288,40
21421,2015,EYES,SECOND SIGHT MEDICAL PRODS,-20.047,28.245,35
21422,2015,VTAE,VITAE PHARMACEUTICALS INC,-44.29,61.846,35
21423,2015,UNIB,UNIVERSITY BANCORP INC,13.566,182.459,40
21429,2015,GVA,GRANITE CONSTRUCTION INC,96.019,1627.86,20
21431,2015,CRC,CALIFORNIA RESOURCES CORP,-5083,7053,10
21433,2015,ZAYO,ZAYO GROUP HOLDINGS INC,172.7,6094.6,50
21436,2015,CAT1,CATERPILLAR FINANCIAL SVCS,1254,33903,40
21440,2015,LSTR,LANDSTAR SYSTEM INC,241.706,998.07,20
21451,2015,CNVAF,CNOVA NV,-130.856,1866.283,25
21452,2015,FWP,FORWARD PHARMA A/S  -ADR,-49.579,182.904,35
21487,2015,BEAV,B/E AEROSPACE INC,501.3,3140.9,20
